nohup: ignoring input
cuda:2
Namespace(adapter_lr=0.0006, batch_size=100, clip_bound=2.3, clipping_style='all-layer', cluster_temperature=1.0, dataset='CIFAR-10', dataset_dir='/home/chenyannan/fast-differential-privacy-main/examples/image_classification/data', downsample_lr=0.0006, epochs=55, epsilon=8, feature_dim=128, global_lr=1.03, image_size=224, instance_temperature=0.5, learning_rate=0.004, local_epoch=6, mini_bs=100, miu_cm=0.5, model_path='save/Cifar-10-DPFL-ResNet18-adam3', model_temperature=0.5, momentum=0.3, n_clients=600, project_lr=0.0008, r_conv=6, r_proj=16, reload=False, resnet='ResNet18', resnet_lr=0.006, sample_ratio=1, seed=17, start_epoch=0, test_image_size=256, weight_decay=1e-05, workers=8)
save/Img-10-pretrain-transform/checkpoint_532.tar
resnet.conv1.weight 9408 torch.Size([64, 3, 7, 7])
resnet.bn1.weight 64 torch.Size([64])
resnet.bn1.bias 64 torch.Size([64])
resnet.layer1.0.conv1.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.0.bn1.weight 64 torch.Size([64])
resnet.layer1.0.bn1.bias 64 torch.Size([64])
resnet.layer1.0.conv2.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.0.bn2.weight 64 torch.Size([64])
resnet.layer1.0.bn2.bias 64 torch.Size([64])
resnet.layer1.1.conv1.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.1.bn1.weight 64 torch.Size([64])
resnet.layer1.1.bn1.bias 64 torch.Size([64])
resnet.layer1.1.conv2.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.1.bn2.weight 64 torch.Size([64])
resnet.layer1.1.bn2.bias 64 torch.Size([64])
resnet.layer2.0.conv1.weight 73728 torch.Size([128, 64, 3, 3])
resnet.layer2.0.bn1.weight 128 torch.Size([128])
resnet.layer2.0.bn1.bias 128 torch.Size([128])
resnet.layer2.0.conv2.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.0.bn2.weight 128 torch.Size([128])
resnet.layer2.0.bn2.bias 128 torch.Size([128])
resnet.layer2.0.downsample.0.weight 8192 torch.Size([128, 64, 1, 1])
resnet.layer2.0.downsample.1.weight 128 torch.Size([128])
resnet.layer2.0.downsample.1.bias 128 torch.Size([128])
resnet.layer2.1.conv1.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.1.bn1.weight 128 torch.Size([128])
resnet.layer2.1.bn1.bias 128 torch.Size([128])
resnet.layer2.1.conv2.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.1.bn2.weight 128 torch.Size([128])
resnet.layer2.1.bn2.bias 128 torch.Size([128])
resnet.layer3.0.conv1.weight 294912 torch.Size([256, 128, 3, 3])
resnet.layer3.0.bn1.weight 256 torch.Size([256])
resnet.layer3.0.bn1.bias 256 torch.Size([256])
resnet.layer3.0.conv2.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.0.bn2.weight 256 torch.Size([256])
resnet.layer3.0.bn2.bias 256 torch.Size([256])
resnet.layer3.0.downsample.0.weight 32768 torch.Size([256, 128, 1, 1])
resnet.layer3.0.downsample.1.weight 256 torch.Size([256])
resnet.layer3.0.downsample.1.bias 256 torch.Size([256])
resnet.layer3.1.conv1.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.1.bn1.weight 256 torch.Size([256])
resnet.layer3.1.bn1.bias 256 torch.Size([256])
resnet.layer3.1.conv2.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.1.bn2.weight 256 torch.Size([256])
resnet.layer3.1.bn2.bias 256 torch.Size([256])
resnet.layer4.0.conv1.weight 1179648 torch.Size([512, 256, 3, 3])
resnet.layer4.0.bn1.weight 512 torch.Size([512])
resnet.layer4.0.bn1.bias 512 torch.Size([512])
resnet.layer4.0.conv2.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.0.bn2.weight 512 torch.Size([512])
resnet.layer4.0.bn2.bias 512 torch.Size([512])
resnet.layer4.0.downsample.0.weight 131072 torch.Size([512, 256, 1, 1])
resnet.layer4.0.downsample.1.weight 512 torch.Size([512])
resnet.layer4.0.downsample.1.bias 512 torch.Size([512])
resnet.layer4.1.conv1.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.1.bn1.weight 512 torch.Size([512])
resnet.layer4.1.bn1.bias 512 torch.Size([512])
resnet.layer4.1.conv2.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.1.bn2.weight 512 torch.Size([512])
resnet.layer4.1.bn2.bias 512 torch.Size([512])
instance_projector.0.weight 262144 torch.Size([512, 512])
instance_projector.0.bias 512 torch.Size([512])
instance_projector.2.weight 65536 torch.Size([128, 512])
instance_projector.2.bias 128 torch.Size([128])
cluster_projector.0.weight 262144 torch.Size([512, 512])
cluster_projector.0.bias 512 torch.Size([512])
cluster_projector.2.weight 5120 torch.Size([10, 512])
cluster_projector.2.bias 10 torch.Size([10])
sigma: 3.857421875
Number of total parameters:  11772618
Norm:  tensor(3.2476, device='cuda:2')
Round:  0 User: 199 Train Loss: 7.003
Norm:  tensor(3.1315, device='cuda:2')
Round:  0 User: 200 Train Loss: 6.951
Norm:  tensor(3.2595, device='cuda:2')
Round:  0 User: 201 Train Loss: 7.041
Norm:  tensor(3.1709, device='cuda:2')
Round:  0 User: 202 Train Loss: 7.112
Norm:  tensor(3.2053, device='cuda:2')
Round:  0 User: 203 Train Loss: 7.002
Norm:  tensor(3.2344, device='cuda:2')
Round:  0 User: 204 Train Loss: 7.055
Norm:  tensor(3.2974, device='cuda:2')
Round:  0 User: 205 Train Loss: 6.957
Norm:  tensor(3.1506, device='cuda:2')
Round:  0 User: 206 Train Loss: 7.156
Norm:  tensor(3.2493, device='cuda:2')
Round:  0 User: 207 Train Loss: 7.023
Norm:  tensor(3.2392, device='cuda:2')
Round:  0 User: 208 Train Loss: 7.149
Norm:  tensor(3.0437, device='cuda:2')
Round:  0 User: 209 Train Loss: 7.138
Norm:  tensor(3.1205, device='cuda:2')
Round:  0 User: 210 Train Loss: 7.064
Norm:  tensor(3.2435, device='cuda:2')
Round:  0 User: 211 Train Loss: 7.017
Norm:  tensor(3.2523, device='cuda:2')
Round:  0 User: 212 Train Loss: 6.941
Norm:  tensor(3.2392, device='cuda:2')
Round:  0 User: 213 Train Loss: 6.898
Norm:  tensor(3.3075, device='cuda:2')
Round:  0 User: 214 Train Loss: 6.996
Norm:  tensor(3.0166, device='cuda:2')
Round:  0 User: 215 Train Loss: 7.126
Norm:  tensor(3.1736, device='cuda:2')
Round:  0 User: 216 Train Loss: 7.163
Norm:  tensor(3.1779, device='cuda:2')
Round:  0 User: 217 Train Loss: 6.953
Norm:  tensor(3.3022, device='cuda:2')
Round:  0 User: 218 Train Loss: 6.904
Norm:  tensor(3.1111, device='cuda:2')
Round:  0 User: 219 Train Loss: 6.989
Norm:  tensor(3.1505, device='cuda:2')
Round:  0 User: 220 Train Loss: 7.015
Norm:  tensor(3.3231, device='cuda:2')
Round:  0 User: 221 Train Loss: 7.094
Norm:  tensor(3.1677, device='cuda:2')
Round:  0 User: 222 Train Loss: 7.036
Norm:  tensor(3.3728, device='cuda:2')
Round:  0 User: 223 Train Loss: 7.016
Norm:  tensor(3.3175, device='cuda:2')
Round:  0 User: 224 Train Loss: 6.841
Norm:  tensor(3.2072, device='cuda:2')
Round:  0 User: 225 Train Loss: 6.935
Norm:  tensor(3.1348, device='cuda:2')
Round:  0 User: 226 Train Loss: 7.048
Norm:  tensor(3.2732, device='cuda:2')
Round:  0 User: 227 Train Loss: 7.099
Norm:  tensor(3.3008, device='cuda:2')
Round:  0 User: 228 Train Loss: 7.007
Norm:  tensor(3.3550, device='cuda:2')
Round:  0 User: 229 Train Loss: 7.012
Norm:  tensor(3.3198, device='cuda:2')
Round:  0 User: 230 Train Loss: 7.198
Norm:  tensor(3.1921, device='cuda:2')
Round:  0 User: 231 Train Loss: 7.040
Norm:  tensor(3.1652, device='cuda:2')
Round:  0 User: 232 Train Loss: 7.016
Norm:  tensor(3.2362, device='cuda:2')
Round:  0 User: 233 Train Loss: 7.219
Norm:  tensor(3.1829, device='cuda:2')
Round:  0 User: 234 Train Loss: 7.164
Norm:  tensor(3.1937, device='cuda:2')
Round:  0 User: 235 Train Loss: 7.069
Norm:  tensor(3.2854, device='cuda:2')
Round:  0 User: 236 Train Loss: 6.992
Norm:  tensor(3.2047, device='cuda:2')
Round:  0 User: 237 Train Loss: 6.988
Norm:  tensor(3.1509, device='cuda:2')
Round:  0 User: 238 Train Loss: 7.045
Norm:  tensor(3.1364, device='cuda:2')
Round:  0 User: 239 Train Loss: 7.049
Norm:  tensor(3.2093, device='cuda:2')
Round:  0 User: 240 Train Loss: 7.203
Norm:  tensor(3.1920, device='cuda:2')
Round:  0 User: 241 Train Loss: 7.126
Norm:  tensor(3.2327, device='cuda:2')
Round:  0 User: 242 Train Loss: 6.885
Norm:  tensor(3.2221, device='cuda:2')
Round:  0 User: 243 Train Loss: 6.958
Norm:  tensor(3.1495, device='cuda:2')
Round:  0 User: 244 Train Loss: 7.190
Norm:  tensor(3.2404, device='cuda:2')
Round:  0 User: 245 Train Loss: 7.057
Norm:  tensor(3.2733, device='cuda:2')
Round:  0 User: 246 Train Loss: 6.988
Norm:  tensor(3.3420, device='cuda:2')
Round:  0 User: 247 Train Loss: 7.149
Norm:  tensor(3.1092, device='cuda:2')
Round:  0 User: 248 Train Loss: 6.987
Norm:  tensor(2.9919, device='cuda:2')
Round:  0 User: 249 Train Loss: 7.127
Norm:  tensor(3.0320, device='cuda:2')
Round:  0 User: 250 Train Loss: 7.104
Norm:  tensor(3.4023, device='cuda:2')
Round:  0 User: 251 Train Loss: 6.849
Norm:  tensor(3.0869, device='cuda:2')
Round:  0 User: 252 Train Loss: 7.132
Norm:  tensor(3.1142, device='cuda:2')
Round:  0 User: 253 Train Loss: 7.002
Norm:  tensor(3.0914, device='cuda:2')
Round:  0 User: 254 Train Loss: 7.060
Norm:  tensor(3.4104, device='cuda:2')
Round:  0 User: 255 Train Loss: 6.985
Norm:  tensor(3.1982, device='cuda:2')
Round:  0 User: 256 Train Loss: 6.948
Norm:  tensor(3.1065, device='cuda:2')
Round:  0 User: 257 Train Loss: 7.124
Norm:  tensor(3.2247, device='cuda:2')
Round:  0 User: 258 Train Loss: 7.152
Norm:  tensor(3.0476, device='cuda:2')
Round:  0 User: 259 Train Loss: 7.082
Norm:  tensor(3.0933, device='cuda:2')
Round:  0 User: 260 Train Loss: 6.979
Norm:  tensor(3.2795, device='cuda:2')
Round:  0 User: 261 Train Loss: 6.941
Norm:  tensor(3.2749, device='cuda:2')
Round:  0 User: 262 Train Loss: 6.956
Norm:  tensor(3.1446, device='cuda:2')
Round:  0 User: 263 Train Loss: 7.048
Norm:  tensor(3.2637, device='cuda:2')
Round:  0 User: 264 Train Loss: 7.020
Norm:  tensor(3.2497, device='cuda:2')
Round:  0 User: 265 Train Loss: 7.021
Norm:  tensor(3.2308, device='cuda:2')
Round:  0 User: 266 Train Loss: 7.014
Norm:  tensor(3.2112, device='cuda:2')
Round:  0 User: 267 Train Loss: 6.908
Norm:  tensor(3.2591, device='cuda:2')
Round:  0 User: 268 Train Loss: 6.935
Norm:  tensor(3.0966, device='cuda:2')
Round:  0 User: 269 Train Loss: 7.117
Norm:  tensor(3.2514, device='cuda:2')
Round:  0 User: 270 Train Loss: 7.058
Norm:  tensor(3.1565, device='cuda:2')
Round:  0 User: 271 Train Loss: 7.035
Norm:  tensor(3.2550, device='cuda:2')
Round:  0 User: 272 Train Loss: 6.994
Norm:  tensor(3.1235, device='cuda:2')
Round:  0 User: 273 Train Loss: 6.965
Norm:  tensor(3.2074, device='cuda:2')
Round:  0 User: 274 Train Loss: 7.027
Norm:  tensor(3.3408, device='cuda:2')
Round:  0 User: 275 Train Loss: 7.065
Norm:  tensor(3.3664, device='cuda:2')
Round:  0 User: 276 Train Loss: 7.009
Norm:  tensor(3.2264, device='cuda:2')
Round:  0 User: 277 Train Loss: 7.036
Norm:  tensor(3.1120, device='cuda:2')
Round:  0 User: 278 Train Loss: 7.115
Norm:  tensor(3.3445, device='cuda:2')
Round:  0 User: 279 Train Loss: 6.978
Norm:  tensor(3.0417, device='cuda:2')
Round:  0 User: 280 Train Loss: 7.042
Norm:  tensor(3.1309, device='cuda:2')
Round:  0 User: 281 Train Loss: 7.033
Norm:  tensor(3.3022, device='cuda:2')
Round:  0 User: 282 Train Loss: 7.087
Norm:  tensor(3.1158, device='cuda:2')
Round:  0 User: 283 Train Loss: 7.077
Norm:  tensor(3.1929, device='cuda:2')
Round:  0 User: 284 Train Loss: 7.025
Norm:  tensor(3.2501, device='cuda:2')
Round:  0 User: 285 Train Loss: 7.051
Norm:  tensor(3.0738, device='cuda:2')
Round:  0 User: 286 Train Loss: 7.125
Norm:  tensor(3.1965, device='cuda:2')
Round:  0 User: 287 Train Loss: 7.160
Norm:  tensor(3.3523, device='cuda:2')
Round:  0 User: 288 Train Loss: 6.939
Norm:  tensor(3.1150, device='cuda:2')
Round:  0 User: 289 Train Loss: 7.117
Norm:  tensor(3.1608, device='cuda:2')
Round:  0 User: 290 Train Loss: 6.992
Norm:  tensor(3.1204, device='cuda:2')
Round:  0 User: 291 Train Loss: 7.134
Norm:  tensor(3.2941, device='cuda:2')
Round:  0 User: 292 Train Loss: 7.002
Norm:  tensor(3.1840, device='cuda:2')
Round:  0 User: 293 Train Loss: 7.182
Norm:  tensor(3.2592, device='cuda:2')
Round:  0 User: 294 Train Loss: 7.099
Norm:  tensor(3.1647, device='cuda:2')
Round:  0 User: 295 Train Loss: 7.069
Norm:  tensor(3.2053, device='cuda:2')
Round:  0 User: 296 Train Loss: 7.155
Norm:  tensor(3.2023, device='cuda:2')
Round:  0 User: 297 Train Loss: 7.137
Norm:  tensor(3.1040, device='cuda:2')
Round:  0 User: 298 Train Loss: 7.100
Norm:  tensor(3.0662, device='cuda:2')
Round:  0 User: 299 Train Loss: 7.062
Norm:  tensor(3.3240, device='cuda:2')
Round:  0 User: 300 Train Loss: 6.924
Norm:  tensor(3.0966, device='cuda:2')
Round:  0 User: 301 Train Loss: 7.152
Norm:  tensor(3.1888, device='cuda:2')
Round:  0 User: 302 Train Loss: 6.978
Norm:  tensor(3.1502, device='cuda:2')
Round:  0 User: 303 Train Loss: 7.020
Norm:  tensor(3.2307, device='cuda:2')
Round:  0 User: 304 Train Loss: 7.153
Norm:  tensor(3.2885, device='cuda:2')
Round:  0 User: 305 Train Loss: 7.004
Norm:  tensor(3.3792, device='cuda:2')
Round:  0 User: 306 Train Loss: 6.898
Norm:  tensor(3.3121, device='cuda:2')
Round:  0 User: 307 Train Loss: 7.068
Norm:  tensor(3.0902, device='cuda:2')
Round:  0 User: 308 Train Loss: 7.136
Norm:  tensor(3.1656, device='cuda:2')
Round:  0 User: 309 Train Loss: 7.182
Norm:  tensor(3.1495, device='cuda:2')
Round:  0 User: 310 Train Loss: 7.203
Norm:  tensor(3.1576, device='cuda:2')
Round:  0 User: 311 Train Loss: 6.990
Norm:  tensor(3.3105, device='cuda:2')
Round:  0 User: 312 Train Loss: 7.065
Norm:  tensor(3.3048, device='cuda:2')
Round:  0 User: 313 Train Loss: 6.874
Norm:  tensor(3.2377, device='cuda:2')
Round:  0 User: 314 Train Loss: 6.885
Norm:  tensor(3.1047, device='cuda:2')
Round:  0 User: 315 Train Loss: 7.069
Norm:  tensor(3.2603, device='cuda:2')
Round:  0 User: 316 Train Loss: 6.974
Norm:  tensor(3.1506, device='cuda:2')
Round:  0 User: 317 Train Loss: 7.102
Norm:  tensor(3.2546, device='cuda:2')
Round:  0 User: 318 Train Loss: 7.128
Norm:  tensor(3.1373, device='cuda:2')
Round:  0 User: 319 Train Loss: 6.969
Norm:  tensor(3.2052, device='cuda:2')
Round:  0 User: 320 Train Loss: 7.043
Norm:  tensor(3.2006, device='cuda:2')
Round:  0 User: 321 Train Loss: 7.018
Norm:  tensor(3.0641, device='cuda:2')
Round:  0 User: 322 Train Loss: 7.016
Norm:  tensor(3.1978, device='cuda:2')
Round:  0 User: 323 Train Loss: 6.973
Norm:  tensor(3.1983, device='cuda:2')
Round:  0 User: 324 Train Loss: 7.075
Norm:  tensor(3.0693, device='cuda:2')
Round:  0 User: 325 Train Loss: 7.111
Norm:  tensor(3.2842, device='cuda:2')
Round:  0 User: 326 Train Loss: 6.943
Norm:  tensor(3.1342, device='cuda:2')
Round:  0 User: 327 Train Loss: 7.123
Norm:  tensor(3.1114, device='cuda:2')
Round:  0 User: 328 Train Loss: 7.198
Norm:  tensor(3.4078, device='cuda:2')
Round:  0 User: 329 Train Loss: 6.979
Norm:  tensor(3.2725, device='cuda:2')
Round:  0 User: 330 Train Loss: 6.950
Norm:  tensor(3.0221, device='cuda:2')
Round:  0 User: 331 Train Loss: 7.088
Norm:  tensor(3.2458, device='cuda:2')
Round:  0 User: 332 Train Loss: 7.001
Norm:  tensor(3.3358, device='cuda:2')
Round:  0 User: 333 Train Loss: 6.994
Norm:  tensor(3.3293, device='cuda:2')
Round:  0 User: 334 Train Loss: 7.043
Norm:  tensor(3.2427, device='cuda:2')
Round:  0 User: 335 Train Loss: 6.931
Norm:  tensor(3.3058, device='cuda:2')
Round:  0 User: 336 Train Loss: 6.900
Norm:  tensor(3.2293, device='cuda:2')
Round:  0 User: 337 Train Loss: 6.977
Norm:  tensor(3.2025, device='cuda:2')
Round:  0 User: 338 Train Loss: 6.916
Norm:  tensor(3.2107, device='cuda:2')
Round:  0 User: 339 Train Loss: 6.952
Norm:  tensor(3.3700, device='cuda:2')
Round:  0 User: 340 Train Loss: 7.059
Norm:  tensor(3.3301, device='cuda:2')
Round:  0 User: 341 Train Loss: 6.932
Norm:  tensor(3.2885, device='cuda:2')
Round:  0 User: 342 Train Loss: 6.959
Norm:  tensor(3.1519, device='cuda:2')
Round:  0 User: 343 Train Loss: 7.025
Norm:  tensor(3.2886, device='cuda:2')
Round:  0 User: 344 Train Loss: 6.849
Norm:  tensor(3.2912, device='cuda:2')
Round:  0 User: 345 Train Loss: 7.007
Norm:  tensor(3.0879, device='cuda:2')
Round:  0 User: 346 Train Loss: 7.049
Norm:  tensor(3.1022, device='cuda:2')
Round:  0 User: 347 Train Loss: 7.059
Norm:  tensor(3.4386, device='cuda:2')
Round:  0 User: 348 Train Loss: 7.022
Norm:  tensor(3.3908, device='cuda:2')
Round:  0 User: 349 Train Loss: 7.162
Norm:  tensor(3.2896, device='cuda:2')
Round:  0 User: 350 Train Loss: 7.063
Norm:  tensor(3.1236, device='cuda:2')
Round:  0 User: 351 Train Loss: 7.032
Norm:  tensor(3.1345, device='cuda:2')
Round:  0 User: 352 Train Loss: 6.887
Norm:  tensor(3.0630, device='cuda:2')
Round:  0 User: 353 Train Loss: 7.092
Norm:  tensor(3.3681, device='cuda:2')
Round:  0 User: 354 Train Loss: 6.925
Norm:  tensor(3.2535, device='cuda:2')
Round:  0 User: 355 Train Loss: 7.052
Norm:  tensor(3.2216, device='cuda:2')
Round:  0 User: 356 Train Loss: 7.070
Norm:  tensor(3.1531, device='cuda:2')
Round:  0 User: 357 Train Loss: 7.094
Norm:  tensor(3.3749, device='cuda:2')
Round:  0 User: 358 Train Loss: 6.914
Norm:  tensor(3.0348, device='cuda:2')
Round:  0 User: 359 Train Loss: 7.154
Norm:  tensor(3.0707, device='cuda:2')
Round:  0 User: 360 Train Loss: 7.017
Norm:  tensor(3.3247, device='cuda:2')
Round:  0 User: 361 Train Loss: 6.842
Norm:  tensor(3.2507, device='cuda:2')
Round:  0 User: 362 Train Loss: 6.976
Norm:  tensor(3.2170, device='cuda:2')
Round:  0 User: 363 Train Loss: 7.037
Norm:  tensor(3.1482, device='cuda:2')
Round:  0 User: 364 Train Loss: 7.037
Norm:  tensor(3.2703, device='cuda:2')
Round:  0 User: 365 Train Loss: 7.007
Norm:  tensor(3.2589, device='cuda:2')
Round:  0 User: 366 Train Loss: 7.045
Norm:  tensor(3.2632, device='cuda:2')
Round:  0 User: 367 Train Loss: 7.119
Norm:  tensor(3.2907, device='cuda:2')
Round:  0 User: 368 Train Loss: 6.946
Norm:  tensor(3.2521, device='cuda:2')
Round:  0 User: 369 Train Loss: 6.912
Norm:  tensor(3.1000, device='cuda:2')
Round:  0 User: 370 Train Loss: 7.065
Norm:  tensor(3.3368, device='cuda:2')
Round:  0 User: 371 Train Loss: 6.964
Norm:  tensor(3.0616, device='cuda:2')
Round:  0 User: 372 Train Loss: 7.027
Norm:  tensor(3.2244, device='cuda:2')
Round:  0 User: 373 Train Loss: 7.077
Norm:  tensor(3.2905, device='cuda:2')
Round:  0 User: 374 Train Loss: 7.006
Norm:  tensor(3.1092, device='cuda:2')
Round:  0 User: 375 Train Loss: 7.106
Norm:  tensor(3.1698, device='cuda:2')
Round:  0 User: 376 Train Loss: 6.981
Norm:  tensor(3.1413, device='cuda:2')
Round:  0 User: 377 Train Loss: 6.911
Norm:  tensor(3.2463, device='cuda:2')
Round:  0 User: 378 Train Loss: 6.990
Norm:  tensor(3.2159, device='cuda:2')
Round:  0 User: 379 Train Loss: 7.069
Norm:  tensor(3.2602, device='cuda:2')
Round:  0 User: 380 Train Loss: 7.016
Norm:  tensor(3.3143, device='cuda:2')
Round:  0 User: 381 Train Loss: 6.919
Norm:  tensor(3.2662, device='cuda:2')
Round:  0 User: 382 Train Loss: 7.150
Norm:  tensor(3.1281, device='cuda:2')
Round:  0 User: 383 Train Loss: 7.089
Norm:  tensor(3.0581, device='cuda:2')
Round:  0 User: 384 Train Loss: 7.114
Norm:  tensor(3.2278, device='cuda:2')
Round:  0 User: 385 Train Loss: 7.074
Norm:  tensor(3.3162, device='cuda:2')
Round:  0 User: 386 Train Loss: 6.933
Norm:  tensor(3.1159, device='cuda:2')
Round:  0 User: 387 Train Loss: 6.968
Norm:  tensor(3.1741, device='cuda:2')
Round:  0 User: 388 Train Loss: 7.112
Norm:  tensor(3.1908, device='cuda:2')
Round:  0 User: 389 Train Loss: 7.103
Norm:  tensor(3.0466, device='cuda:2')
Round:  0 User: 390 Train Loss: 7.097
Norm:  tensor(3.1976, device='cuda:2')
Round:  0 User: 391 Train Loss: 7.021
Norm:  tensor(3.2951, device='cuda:2')
Round:  0 User: 392 Train Loss: 6.940
Norm:  tensor(3.2713, device='cuda:2')
Round:  0 User: 393 Train Loss: 6.901
Norm:  tensor(3.1166, device='cuda:2')
Round:  0 User: 394 Train Loss: 6.935
Norm:  tensor(3.0565, device='cuda:2')
Round:  0 User: 395 Train Loss: 7.081
Norm:  tensor(3.0542, device='cuda:2')
Round:  0 User: 396 Train Loss: 7.129
Norm:  tensor(3.3781, device='cuda:2')
Round:  0 User: 397 Train Loss: 7.010
Norm:  tensor(3.0629, device='cuda:2')
Round:  0 User: 398 Train Loss: 7.004
Norm:  tensor(3.1542, device='cuda:2')
Round:  0 User: 399 Train Loss: 7.066
Norm:  tensor(3.2231, device='cuda:2')
Round:  0 User: 400 Train Loss: 6.999
Norm:  tensor(3.3120, device='cuda:2')
Round:  0 User: 401 Train Loss: 7.100
Norm:  tensor(3.2315, device='cuda:2')
Round:  0 User: 402 Train Loss: 7.050
Norm:  tensor(3.4373, device='cuda:2')
Round:  0 User: 403 Train Loss: 7.014
Norm:  tensor(3.2906, device='cuda:2')
Round:  0 User: 404 Train Loss: 7.106
Norm:  tensor(3.1910, device='cuda:2')
Round:  0 User: 405 Train Loss: 7.151
Norm:  tensor(3.1594, device='cuda:2')
Round:  0 User: 406 Train Loss: 7.002
Norm:  tensor(3.1408, device='cuda:2')
Round:  0 User: 407 Train Loss: 7.096
Norm:  tensor(3.1829, device='cuda:2')
Round:  0 User: 408 Train Loss: 7.155
Norm:  tensor(3.2757, device='cuda:2')
Round:  0 User: 409 Train Loss: 6.999
Norm:  tensor(3.1991, device='cuda:2')
Round:  0 User: 410 Train Loss: 6.950
Norm:  tensor(3.1321, device='cuda:2')
Round:  0 User: 411 Train Loss: 7.070
Norm:  tensor(3.3305, device='cuda:2')
Round:  0 User: 412 Train Loss: 7.030
Norm:  tensor(3.1506, device='cuda:2')
Round:  0 User: 413 Train Loss: 7.073
Norm:  tensor(3.1095, device='cuda:2')
Round:  0 User: 414 Train Loss: 7.001
Norm:  tensor(3.1584, device='cuda:2')
Round:  0 User: 415 Train Loss: 6.970
Norm:  tensor(3.3624, device='cuda:2')
Round:  0 User: 416 Train Loss: 6.941
Norm:  tensor(3.2864, device='cuda:2')
Round:  0 User: 417 Train Loss: 7.039
Norm:  tensor(3.1966, device='cuda:2')
Round:  0 User: 418 Train Loss: 7.006
Norm:  tensor(3.2767, device='cuda:2')
Round:  0 User: 419 Train Loss: 6.988
Norm:  tensor(3.3374, device='cuda:2')
Round:  0 User: 420 Train Loss: 7.000
Norm:  tensor(3.2701, device='cuda:2')
Round:  0 User: 421 Train Loss: 7.056
Norm:  tensor(3.0669, device='cuda:2')
Round:  0 User: 422 Train Loss: 6.974
Norm:  tensor(3.2143, device='cuda:2')
Round:  0 User: 423 Train Loss: 6.977
Norm:  tensor(3.0870, device='cuda:2')
Round:  0 User: 424 Train Loss: 7.027
Norm:  tensor(3.1812, device='cuda:2')
Round:  0 User: 425 Train Loss: 7.106
Norm:  tensor(3.2644, device='cuda:2')
Round:  0 User: 426 Train Loss: 6.988
Norm:  tensor(3.1031, device='cuda:2')
Round:  0 User: 427 Train Loss: 6.877
Norm:  tensor(3.4714, device='cuda:2')
Round:  0 User: 428 Train Loss: 6.923
Norm:  tensor(3.2650, device='cuda:2')
Round:  0 User: 429 Train Loss: 7.228
Norm:  tensor(3.2221, device='cuda:2')
Round:  0 User: 430 Train Loss: 7.030
Norm:  tensor(3.1200, device='cuda:2')
Round:  0 User: 431 Train Loss: 7.168
Norm:  tensor(3.2581, device='cuda:2')
Round:  0 User: 432 Train Loss: 7.046
Norm:  tensor(3.1752, device='cuda:2')
Round:  0 User: 433 Train Loss: 7.072
Norm:  tensor(3.2787, device='cuda:2')
Round:  0 User: 434 Train Loss: 7.092
Norm:  tensor(3.1176, device='cuda:2')
Round:  0 User: 435 Train Loss: 7.092
Norm:  tensor(3.2897, device='cuda:2')
Round:  0 User: 436 Train Loss: 7.011
Norm:  tensor(3.1893, device='cuda:2')
Round:  0 User: 437 Train Loss: 6.814
Norm:  tensor(3.1665, device='cuda:2')
Round:  0 User: 438 Train Loss: 7.137
Norm:  tensor(3.1359, device='cuda:2')
Round:  0 User: 439 Train Loss: 7.072
Norm:  tensor(3.3045, device='cuda:2')
Round:  0 User: 440 Train Loss: 7.052
Norm:  tensor(3.2453, device='cuda:2')
Round:  0 User: 441 Train Loss: 7.007
Norm:  tensor(3.1282, device='cuda:2')
Round:  0 User: 442 Train Loss: 7.010
Norm:  tensor(3.3445, device='cuda:2')
Round:  0 User: 443 Train Loss: 7.010
Norm:  tensor(3.1154, device='cuda:2')
Round:  0 User: 444 Train Loss: 7.135
Norm:  tensor(3.4612, device='cuda:2')
Round:  0 User: 445 Train Loss: 7.000
Norm:  tensor(3.1363, device='cuda:2')
Round:  0 User: 446 Train Loss: 7.029
Norm:  tensor(3.1868, device='cuda:2')
Round:  0 User: 447 Train Loss: 7.181
Norm:  tensor(3.1883, device='cuda:2')
Round:  0 User: 448 Train Loss: 6.973
Norm:  tensor(3.1071, device='cuda:2')
Round:  0 User: 449 Train Loss: 7.007
Norm:  tensor(3.3396, device='cuda:2')
Round:  0 User: 450 Train Loss: 6.970
Norm:  tensor(3.2476, device='cuda:2')
Round:  0 User: 451 Train Loss: 7.001
Norm:  tensor(3.0652, device='cuda:2')
Round:  0 User: 452 Train Loss: 7.035
Norm:  tensor(3.1795, device='cuda:2')
Round:  0 User: 453 Train Loss: 7.043
Norm:  tensor(3.0712, device='cuda:2')
