nohup: ignoring input
cuda:2
Namespace(adapter_lr=0.0006, batch_size=100, clip_bound=2.3, clipping_style='all-layer', cluster_temperature=1.0, dataset='CIFAR-10', dataset_dir='/home/chenyannan/fast-differential-privacy-main/examples/image_classification/data', downsample_lr=0.0006, epochs=55, epsilon=8, feature_dim=128, global_lr=1.06, image_size=224, instance_temperature=0.5, learning_rate=0.004, local_epoch=6, mini_bs=100, miu=0.5, model_path='save/Cifar-10-DPFL-ResNet18-fedx', model_temperature=0.5, momentum=0.3, n_clients=600, project_lr=0.0006, r_conv=6, r_proj=16, reload=False, resnet='ResNet18', resnet_lr=0.006, sample_ratio=1, seed=17, start_epoch=0, test_image_size=256, weight_decay=1e-05, workers=4)
save/Img-10-pretrain-transform/checkpoint_532.tar
resnet.conv1.weight 9408 torch.Size([64, 3, 7, 7])
resnet.bn1.weight 64 torch.Size([64])
resnet.bn1.bias 64 torch.Size([64])
resnet.layer1.0.conv1.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.0.bn1.weight 64 torch.Size([64])
resnet.layer1.0.bn1.bias 64 torch.Size([64])
resnet.layer1.0.conv2.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.0.bn2.weight 64 torch.Size([64])
resnet.layer1.0.bn2.bias 64 torch.Size([64])
resnet.layer1.1.conv1.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.1.bn1.weight 64 torch.Size([64])
resnet.layer1.1.bn1.bias 64 torch.Size([64])
resnet.layer1.1.conv2.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.1.bn2.weight 64 torch.Size([64])
resnet.layer1.1.bn2.bias 64 torch.Size([64])
resnet.layer2.0.conv1.weight 73728 torch.Size([128, 64, 3, 3])
resnet.layer2.0.bn1.weight 128 torch.Size([128])
resnet.layer2.0.bn1.bias 128 torch.Size([128])
resnet.layer2.0.conv2.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.0.bn2.weight 128 torch.Size([128])
resnet.layer2.0.bn2.bias 128 torch.Size([128])
resnet.layer2.0.downsample.0.weight 8192 torch.Size([128, 64, 1, 1])
resnet.layer2.0.downsample.1.weight 128 torch.Size([128])
resnet.layer2.0.downsample.1.bias 128 torch.Size([128])
resnet.layer2.1.conv1.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.1.bn1.weight 128 torch.Size([128])
resnet.layer2.1.bn1.bias 128 torch.Size([128])
resnet.layer2.1.conv2.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.1.bn2.weight 128 torch.Size([128])
resnet.layer2.1.bn2.bias 128 torch.Size([128])
resnet.layer3.0.conv1.weight 294912 torch.Size([256, 128, 3, 3])
resnet.layer3.0.bn1.weight 256 torch.Size([256])
resnet.layer3.0.bn1.bias 256 torch.Size([256])
resnet.layer3.0.conv2.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.0.bn2.weight 256 torch.Size([256])
resnet.layer3.0.bn2.bias 256 torch.Size([256])
resnet.layer3.0.downsample.0.weight 32768 torch.Size([256, 128, 1, 1])
resnet.layer3.0.downsample.1.weight 256 torch.Size([256])
resnet.layer3.0.downsample.1.bias 256 torch.Size([256])
resnet.layer3.1.conv1.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.1.bn1.weight 256 torch.Size([256])
resnet.layer3.1.bn1.bias 256 torch.Size([256])
resnet.layer3.1.conv2.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.1.bn2.weight 256 torch.Size([256])
resnet.layer3.1.bn2.bias 256 torch.Size([256])
resnet.layer4.0.conv1.weight 1179648 torch.Size([512, 256, 3, 3])
resnet.layer4.0.bn1.weight 512 torch.Size([512])
resnet.layer4.0.bn1.bias 512 torch.Size([512])
resnet.layer4.0.conv2.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.0.bn2.weight 512 torch.Size([512])
resnet.layer4.0.bn2.bias 512 torch.Size([512])
resnet.layer4.0.downsample.0.weight 131072 torch.Size([512, 256, 1, 1])
resnet.layer4.0.downsample.1.weight 512 torch.Size([512])
resnet.layer4.0.downsample.1.bias 512 torch.Size([512])
resnet.layer4.1.conv1.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.1.bn1.weight 512 torch.Size([512])
resnet.layer4.1.bn1.bias 512 torch.Size([512])
resnet.layer4.1.conv2.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.1.bn2.weight 512 torch.Size([512])
resnet.layer4.1.bn2.bias 512 torch.Size([512])
instance_projector.0.weight 262144 torch.Size([512, 512])
instance_projector.0.bias 512 torch.Size([512])
instance_projector.2.weight 65536 torch.Size([128, 512])
instance_projector.2.bias 128 torch.Size([128])
cluster_projector.0.weight 262144 torch.Size([512, 512])
cluster_projector.0.bias 512 torch.Size([512])
cluster_projector.2.weight 5120 torch.Size([10, 512])
cluster_projector.2.bias 10 torch.Size([10])
sigma: 3.857421875
Number of total parameters:  11772618
Round:  0 User: 199 Train Loss: 9.478
Norm:  tensor(2.8771, device='cuda:2')
Round:  0 User: 200 Train Loss: 9.463
Norm:  tensor(3.0328, device='cuda:2')
Round:  0 User: 201 Train Loss: 9.547
Norm:  tensor(2.7631, device='cuda:2')
Round:  0 User: 202 Train Loss: 9.658
Norm:  tensor(2.8240, device='cuda:2')
Round:  0 User: 203 Train Loss: 9.667
Norm:  tensor(2.9486, device='cuda:2')
Round:  0 User: 204 Train Loss: 9.457
Norm:  tensor(2.9203, device='cuda:2')
Round:  0 User: 205 Train Loss: 9.476
Norm:  tensor(2.8932, device='cuda:2')
Round:  0 User: 206 Train Loss: 9.610
Norm:  tensor(2.7954, device='cuda:2')
Round:  0 User: 207 Train Loss: 9.474
Norm:  tensor(2.9067, device='cuda:2')
Round:  0 User: 208 Train Loss: 9.530
Norm:  tensor(2.7628, device='cuda:2')
Round:  0 User: 209 Train Loss: 9.683
Norm:  tensor(2.8936, device='cuda:2')
Round:  0 User: 210 Train Loss: 9.526
Norm:  tensor(3.0708, device='cuda:2')
Round:  0 User: 211 Train Loss: 9.532
Norm:  tensor(2.9723, device='cuda:2')
Round:  0 User: 212 Train Loss: 9.444
Norm:  tensor(2.9448, device='cuda:2')
Round:  0 User: 213 Train Loss: 9.375
Norm:  tensor(3.0869, device='cuda:2')
Round:  0 User: 214 Train Loss: 9.268
Norm:  tensor(2.8181, device='cuda:2')
Round:  0 User: 215 Train Loss: 9.620
Norm:  tensor(2.7938, device='cuda:2')
Round:  0 User: 216 Train Loss: 9.591
Norm:  tensor(2.6838, device='cuda:2')
Round:  0 User: 217 Train Loss: 9.423
Norm:  tensor(2.9129, device='cuda:2')
Round:  0 User: 218 Train Loss: 9.321
Norm:  tensor(2.8083, device='cuda:2')
Round:  0 User: 219 Train Loss: 9.418
Norm:  tensor(2.7409, device='cuda:2')
Round:  0 User: 220 Train Loss: 9.463
Norm:  tensor(2.8073, device='cuda:2')
Round:  0 User: 221 Train Loss: 9.712
Norm:  tensor(2.7581, device='cuda:2')
Round:  0 User: 222 Train Loss: 9.611
Norm:  tensor(2.7160, device='cuda:2')
Round:  0 User: 223 Train Loss: 9.631
Norm:  tensor(2.7751, device='cuda:2')
Round:  0 User: 224 Train Loss: 9.406
Norm:  tensor(3.0561, device='cuda:2')
Round:  0 User: 225 Train Loss: 9.373
Norm:  tensor(2.7491, device='cuda:2')
Round:  0 User: 226 Train Loss: 9.611
Norm:  tensor(2.8566, device='cuda:2')
Round:  0 User: 227 Train Loss: 9.383
Norm:  tensor(2.7424, device='cuda:2')
Round:  0 User: 228 Train Loss: 9.455
Norm:  tensor(2.8679, device='cuda:2')
Round:  0 User: 229 Train Loss: 9.475
Norm:  tensor(2.9004, device='cuda:2')
Round:  0 User: 230 Train Loss: 9.643
Norm:  tensor(2.7601, device='cuda:2')
Round:  0 User: 231 Train Loss: 9.621
Norm:  tensor(3.0271, device='cuda:2')
Round:  0 User: 232 Train Loss: 9.579
Norm:  tensor(2.8350, device='cuda:2')
Round:  0 User: 233 Train Loss: 9.767
Norm:  tensor(2.8216, device='cuda:2')
Round:  0 User: 234 Train Loss: 9.704
Norm:  tensor(2.8590, device='cuda:2')
Round:  0 User: 235 Train Loss: 9.517
Norm:  tensor(2.8793, device='cuda:2')
Round:  0 User: 236 Train Loss: 9.467
Norm:  tensor(2.8006, device='cuda:2')
Round:  0 User: 237 Train Loss: 9.430
Norm:  tensor(2.9438, device='cuda:2')
Round:  0 User: 238 Train Loss: 9.491
Norm:  tensor(2.8071, device='cuda:2')
Round:  0 User: 239 Train Loss: 9.477
Norm:  tensor(2.9275, device='cuda:2')
Round:  0 User: 240 Train Loss: 9.674
Norm:  tensor(2.8509, device='cuda:2')
Round:  0 User: 241 Train Loss: 9.504
Norm:  tensor(2.7931, device='cuda:2')
Round:  0 User: 242 Train Loss: 9.379
Norm:  tensor(2.7649, device='cuda:2')
Round:  0 User: 243 Train Loss: 9.419
Norm:  tensor(2.8404, device='cuda:2')
Round:  0 User: 244 Train Loss: 9.601
Norm:  tensor(2.9271, device='cuda:2')
Round:  0 User: 245 Train Loss: 9.469
Norm:  tensor(2.9210, device='cuda:2')
Round:  0 User: 246 Train Loss: 9.514
Norm:  tensor(2.8178, device='cuda:2')
Round:  0 User: 247 Train Loss: 9.464
Norm:  tensor(2.9058, device='cuda:2')
Round:  0 User: 248 Train Loss: 9.498
Norm:  tensor(2.9002, device='cuda:2')
Round:  0 User: 249 Train Loss: 9.624
Norm:  tensor(2.8866, device='cuda:2')
Round:  0 User: 250 Train Loss: 9.600
Norm:  tensor(3.0111, device='cuda:2')
Round:  0 User: 251 Train Loss: 9.288
Norm:  tensor(2.8629, device='cuda:2')
Round:  0 User: 252 Train Loss: 9.721
Norm:  tensor(2.7676, device='cuda:2')
Round:  0 User: 253 Train Loss: 9.557
Norm:  tensor(2.7115, device='cuda:2')
Round:  0 User: 254 Train Loss: 9.534
Norm:  tensor(2.9999, device='cuda:2')
Round:  0 User: 255 Train Loss: 9.408
Norm:  tensor(2.8249, device='cuda:2')
Round:  0 User: 256 Train Loss: 9.498
Norm:  tensor(2.7982, device='cuda:2')
Round:  0 User: 257 Train Loss: 9.479
Norm:  tensor(3.0305, device='cuda:2')
Round:  0 User: 258 Train Loss: 9.536
Norm:  tensor(2.7529, device='cuda:2')
Round:  0 User: 259 Train Loss: 9.486
Norm:  tensor(2.8955, device='cuda:2')
Round:  0 User: 260 Train Loss: 9.569
Norm:  tensor(2.9052, device='cuda:2')
Round:  0 User: 261 Train Loss: 9.485
Norm:  tensor(2.8411, device='cuda:2')
Round:  0 User: 262 Train Loss: 9.471
Norm:  tensor(2.7288, device='cuda:2')
Round:  0 User: 263 Train Loss: 9.627
Norm:  tensor(2.8463, device='cuda:2')
Round:  0 User: 264 Train Loss: 9.572
Norm:  tensor(2.8374, device='cuda:2')
Round:  0 User: 265 Train Loss: 9.344
Norm:  tensor(2.9812, device='cuda:2')
Round:  0 User: 266 Train Loss: 9.349
Norm:  tensor(2.9230, device='cuda:2')
Round:  0 User: 267 Train Loss: 9.316
Norm:  tensor(2.9692, device='cuda:2')
Round:  0 User: 268 Train Loss: 9.407
Norm:  tensor(2.7355, device='cuda:2')
Round:  0 User: 269 Train Loss: 9.554
Norm:  tensor(2.7312, device='cuda:2')
Round:  0 User: 270 Train Loss: 9.702
Norm:  tensor(2.8096, device='cuda:2')
Round:  0 User: 271 Train Loss: 9.492
Norm:  tensor(2.9999, device='cuda:2')
Round:  0 User: 272 Train Loss: 9.367
Norm:  tensor(2.9603, device='cuda:2')
Round:  0 User: 273 Train Loss: 9.332
Norm:  tensor(2.8795, device='cuda:2')
Round:  0 User: 274 Train Loss: 9.533
Norm:  tensor(2.8708, device='cuda:2')
Round:  0 User: 275 Train Loss: 9.555
Norm:  tensor(3.0110, device='cuda:2')
Round:  0 User: 276 Train Loss: 9.783
Norm:  tensor(2.8719, device='cuda:2')
Round:  0 User: 277 Train Loss: 9.552
Norm:  tensor(2.7882, device='cuda:2')
Round:  0 User: 278 Train Loss: 9.582
Norm:  tensor(2.7979, device='cuda:2')
Round:  0 User: 279 Train Loss: 9.568
Norm:  tensor(2.8716, device='cuda:2')
Round:  0 User: 280 Train Loss: 9.641
Norm:  tensor(2.8367, device='cuda:2')
Round:  0 User: 281 Train Loss: 9.484
Norm:  tensor(3.0308, device='cuda:2')
Round:  0 User: 282 Train Loss: 9.633
Norm:  tensor(2.7673, device='cuda:2')
Round:  0 User: 283 Train Loss: 9.616
Norm:  tensor(2.9737, device='cuda:2')
Round:  0 User: 284 Train Loss: 9.539
Norm:  tensor(2.9799, device='cuda:2')
Round:  0 User: 285 Train Loss: 9.454
Norm:  tensor(2.8014, device='cuda:2')
Round:  0 User: 286 Train Loss: 9.578
Norm:  tensor(2.7745, device='cuda:2')
Round:  0 User: 287 Train Loss: 9.650
Norm:  tensor(2.8844, device='cuda:2')
Round:  0 User: 288 Train Loss: 9.497
Norm:  tensor(2.6932, device='cuda:2')
Round:  0 User: 289 Train Loss: 9.567
Norm:  tensor(3.0823, device='cuda:2')
Round:  0 User: 290 Train Loss: 9.461
Norm:  tensor(3.0401, device='cuda:2')
Round:  0 User: 291 Train Loss: 9.574
Norm:  tensor(2.7664, device='cuda:2')
Round:  0 User: 292 Train Loss: 9.506
Norm:  tensor(2.9913, device='cuda:2')
Round:  0 User: 293 Train Loss: 9.557
Norm:  tensor(2.9226, device='cuda:2')
Round:  0 User: 294 Train Loss: 9.594
Norm:  tensor(2.8588, device='cuda:2')
Round:  0 User: 295 Train Loss: 9.573
Norm:  tensor(2.8227, device='cuda:2')
Round:  0 User: 296 Train Loss: 9.435
Norm:  tensor(2.8173, device='cuda:2')
Round:  0 User: 297 Train Loss: 9.601
Norm:  tensor(2.8368, device='cuda:2')
Round:  0 User: 298 Train Loss: 9.416
Norm:  tensor(2.7954, device='cuda:2')
Round:  0 User: 299 Train Loss: 9.490
Norm:  tensor(3.0207, device='cuda:2')
Round:  0 User: 300 Train Loss: 9.327
Norm:  tensor(2.7846, device='cuda:2')
Round:  0 User: 301 Train Loss: 9.702
Norm:  tensor(2.7752, device='cuda:2')
Round:  0 User: 302 Train Loss: 9.478
Norm:  tensor(2.9226, device='cuda:2')
Round:  0 User: 303 Train Loss: 9.565
Norm:  tensor(2.8849, device='cuda:2')
Round:  0 User: 304 Train Loss: 9.586
Norm:  tensor(2.8019, device='cuda:2')
Round:  0 User: 305 Train Loss: 9.571
Norm:  tensor(2.8893, device='cuda:2')
Round:  0 User: 306 Train Loss: 9.465
Norm:  tensor(3.0212, device='cuda:2')
Round:  0 User: 307 Train Loss: 9.545
Norm:  tensor(2.9198, device='cuda:2')
Round:  0 User: 308 Train Loss: 9.526
Norm:  tensor(2.7338, device='cuda:2')
Round:  0 User: 309 Train Loss: 9.589
Norm:  tensor(2.8536, device='cuda:2')
Round:  0 User: 310 Train Loss: 9.627
Norm:  tensor(2.7750, device='cuda:2')
Round:  0 User: 311 Train Loss: 9.482
Norm:  tensor(2.7785, device='cuda:2')
Round:  0 User: 312 Train Loss: 9.621
Norm:  tensor(3.0053, device='cuda:2')
Round:  0 User: 313 Train Loss: 9.377
Norm:  tensor(2.9619, device='cuda:2')
Round:  0 User: 314 Train Loss: 9.456
Norm:  tensor(2.8517, device='cuda:2')
Round:  0 User: 315 Train Loss: 9.500
Norm:  tensor(2.9654, device='cuda:2')
Round:  0 User: 316 Train Loss: 9.422
Norm:  tensor(2.8555, device='cuda:2')
Round:  0 User: 317 Train Loss: 9.535
Norm:  tensor(2.8091, device='cuda:2')
Round:  0 User: 318 Train Loss: 9.722
Norm:  tensor(2.9030, device='cuda:2')
Round:  0 User: 319 Train Loss: 9.443
Norm:  tensor(2.8441, device='cuda:2')
Round:  0 User: 320 Train Loss: 9.475
Norm:  tensor(2.8229, device='cuda:2')
Round:  0 User: 321 Train Loss: 9.653
Norm:  tensor(2.6244, device='cuda:2')
Round:  0 User: 322 Train Loss: 9.588
Norm:  tensor(2.9051, device='cuda:2')
Round:  0 User: 323 Train Loss: 9.378
Norm:  tensor(2.8830, device='cuda:2')
Round:  0 User: 324 Train Loss: 9.575
Norm:  tensor(2.8612, device='cuda:2')
Round:  0 User: 325 Train Loss: 9.431
Norm:  tensor(2.8895, device='cuda:2')
Round:  0 User: 326 Train Loss: 9.399
Norm:  tensor(2.7880, device='cuda:2')
Round:  0 User: 327 Train Loss: 9.580
Norm:  tensor(2.7510, device='cuda:2')
Round:  0 User: 328 Train Loss: 9.607
Norm:  tensor(2.8957, device='cuda:2')
Round:  0 User: 329 Train Loss: 9.479
Norm:  tensor(2.8124, device='cuda:2')
Round:  0 User: 330 Train Loss: 9.496
Norm:  tensor(2.8157, device='cuda:2')
Round:  0 User: 331 Train Loss: 9.673
Norm:  tensor(3.0446, device='cuda:2')
Round:  0 User: 332 Train Loss: 9.458
Norm:  tensor(2.9983, device='cuda:2')
Round:  0 User: 333 Train Loss: 9.585
Norm:  tensor(2.9507, device='cuda:2')
Round:  0 User: 334 Train Loss: 9.435
Norm:  tensor(2.7598, device='cuda:2')
Round:  0 User: 335 Train Loss: 9.469
Norm:  tensor(2.8563, device='cuda:2')
Round:  0 User: 336 Train Loss: 9.329
Norm:  tensor(2.7712, device='cuda:2')
Round:  0 User: 337 Train Loss: 9.388
Norm:  tensor(2.8903, device='cuda:2')
Round:  0 User: 338 Train Loss: 9.529
Norm:  tensor(2.9629, device='cuda:2')
Round:  0 User: 339 Train Loss: 9.551
Norm:  tensor(2.8527, device='cuda:2')
Round:  0 User: 340 Train Loss: 9.572
Norm:  tensor(2.8874, device='cuda:2')
Round:  0 User: 341 Train Loss: 9.351
Norm:  tensor(2.9205, device='cuda:2')
Round:  0 User: 342 Train Loss: 9.457
Norm:  tensor(2.8952, device='cuda:2')
Round:  0 User: 343 Train Loss: 9.399
Norm:  tensor(2.7876, device='cuda:2')
Round:  0 User: 344 Train Loss: 9.352
Norm:  tensor(2.9245, device='cuda:2')
Round:  0 User: 345 Train Loss: 9.486
Norm:  tensor(2.8193, device='cuda:2')
Round:  0 User: 346 Train Loss: 9.571
Norm:  tensor(2.5547, device='cuda:2')
Round:  0 User: 347 Train Loss: 9.654
Norm:  tensor(2.9239, device='cuda:2')
Round:  0 User: 348 Train Loss: 9.577
Norm:  tensor(2.7965, device='cuda:2')
Round:  0 User: 349 Train Loss: 9.646
Norm:  tensor(2.8178, device='cuda:2')
Round:  0 User: 350 Train Loss: 9.421
Norm:  tensor(2.9168, device='cuda:2')
Round:  0 User: 351 Train Loss: 9.275
Norm:  tensor(2.9030, device='cuda:2')
Round:  0 User: 352 Train Loss: 9.400
Norm:  tensor(2.8981, device='cuda:2')
Round:  0 User: 353 Train Loss: 9.563
Norm:  tensor(2.9884, device='cuda:2')
Round:  0 User: 354 Train Loss: 9.511
Norm:  tensor(2.8400, device='cuda:2')
Round:  0 User: 355 Train Loss: 9.605
Norm:  tensor(2.7948, device='cuda:2')
Round:  0 User: 356 Train Loss: 9.613
Norm:  tensor(2.7993, device='cuda:2')
Round:  0 User: 357 Train Loss: 9.651
Norm:  tensor(2.8681, device='cuda:2')
Round:  0 User: 358 Train Loss: 9.390
Norm:  tensor(2.8488, device='cuda:2')
Round:  0 User: 359 Train Loss: 9.565
Norm:  tensor(2.9483, device='cuda:2')
Round:  0 User: 360 Train Loss: 9.576
Norm:  tensor(3.1003, device='cuda:2')
Round:  0 User: 361 Train Loss: 9.144
Norm:  tensor(2.9380, device='cuda:2')
Round:  0 User: 362 Train Loss: 9.324
Norm:  tensor(2.8192, device='cuda:2')
Round:  0 User: 363 Train Loss: 9.477
Norm:  tensor(2.8347, device='cuda:2')
Round:  0 User: 364 Train Loss: 9.626
Norm:  tensor(2.9835, device='cuda:2')
Round:  0 User: 365 Train Loss: 9.454
Norm:  tensor(2.9970, device='cuda:2')
Round:  0 User: 366 Train Loss: 9.511
Norm:  tensor(2.9056, device='cuda:2')
Round:  0 User: 367 Train Loss: 9.371
Norm:  tensor(2.8191, device='cuda:2')
Round:  0 User: 368 Train Loss: 9.382
Norm:  tensor(2.8973, device='cuda:2')
Round:  0 User: 369 Train Loss: 9.449
Norm:  tensor(2.8744, device='cuda:2')
Round:  0 User: 370 Train Loss: 9.552
Norm:  tensor(2.9653, device='cuda:2')
Round:  0 User: 371 Train Loss: 9.417
Norm:  tensor(2.9033, device='cuda:2')
Round:  0 User: 372 Train Loss: 9.454
Norm:  tensor(2.9864, device='cuda:2')
Round:  0 User: 373 Train Loss: 9.445
Norm:  tensor(3.0506, device='cuda:2')
Round:  0 User: 374 Train Loss: 9.366
Norm:  tensor(2.8100, device='cuda:2')
Round:  0 User: 375 Train Loss: 9.478
Norm:  tensor(2.8511, device='cuda:2')
Round:  0 User: 376 Train Loss: 9.510
Norm:  tensor(2.8621, device='cuda:2')
Round:  0 User: 377 Train Loss: 9.447
Norm:  tensor(2.9199, device='cuda:2')
Round:  0 User: 378 Train Loss: 9.564
Norm:  tensor(2.7482, device='cuda:2')
Round:  0 User: 379 Train Loss: 9.545
Norm:  tensor(2.7533, device='cuda:2')
Round:  0 User: 380 Train Loss: 9.606
Norm:  tensor(2.9108, device='cuda:2')
Round:  0 User: 381 Train Loss: 9.387
Norm:  tensor(2.8571, device='cuda:2')
Round:  0 User: 382 Train Loss: 9.606
Norm:  tensor(2.9097, device='cuda:2')
Round:  0 User: 383 Train Loss: 9.507
Norm:  tensor(2.7428, device='cuda:2')
Round:  0 User: 384 Train Loss: 9.540
Norm:  tensor(2.9632, device='cuda:2')
Round:  0 User: 385 Train Loss: 9.702
Norm:  tensor(2.8248, device='cuda:2')
Round:  0 User: 386 Train Loss: 9.469
Norm:  tensor(2.9027, device='cuda:2')
Round:  0 User: 387 Train Loss: 9.399
Norm:  tensor(2.8550, device='cuda:2')
Round:  0 User: 388 Train Loss: 9.726
Norm:  tensor(3.0430, device='cuda:2')
Round:  0 User: 389 Train Loss: 9.571
Norm:  tensor(2.9212, device='cuda:2')
Round:  0 User: 390 Train Loss: 9.607
Norm:  tensor(2.6365, device='cuda:2')
Round:  0 User: 391 Train Loss: 9.517
Norm:  tensor(2.8960, device='cuda:2')
Round:  0 User: 392 Train Loss: 9.331
Norm:  tensor(2.9266, device='cuda:2')
Round:  0 User: 393 Train Loss: 9.462
Norm:  tensor(2.9575, device='cuda:2')
Round:  0 User: 394 Train Loss: 9.394
Norm:  tensor(2.9263, device='cuda:2')
Round:  0 User: 395 Train Loss: 9.577
Norm:  tensor(2.7247, device='cuda:2')
Round:  0 User: 396 Train Loss: 9.502
Norm:  tensor(3.0490, device='cuda:2')
Round:  0 User: 397 Train Loss: 9.476
Norm:  tensor(2.7765, device='cuda:2')
Round:  0 User: 398 Train Loss: 9.528
Norm:  tensor(2.9151, device='cuda:2')
Round:  0 User: 399 Train Loss: 9.486
Norm:  tensor(2.8753, device='cuda:2')
Round:  0 User: 400 Train Loss: 9.660
Norm:  tensor(2.9515, device='cuda:2')
Round:  0 User: 401 Train Loss: 9.648
Norm:  tensor(2.8384, device='cuda:2')
Round:  0 User: 402 Train Loss: 9.497
Norm:  tensor(2.9184, device='cuda:2')
Round:  0 User: 403 Train Loss: 9.639
Norm:  tensor(2.9527, device='cuda:2')
Round:  0 User: 404 Train Loss: 9.513
Norm:  tensor(2.7438, device='cuda:2')
Round:  0 User: 405 Train Loss: 9.652
Norm:  tensor(2.9489, device='cuda:2')
Round:  0 User: 406 Train Loss: 9.437
Norm:  tensor(2.9054, device='cuda:2')
Round:  0 User: 407 Train Loss: 9.649
Norm:  tensor(2.8583, device='cuda:2')
Round:  0 User: 408 Train Loss: 9.511
Norm:  tensor(2.8778, device='cuda:2')
Round:  0 User: 409 Train Loss: 9.657
Norm:  tensor(2.8549, device='cuda:2')
Round:  0 User: 410 Train Loss: 9.426
Norm:  tensor(2.9366, device='cuda:2')
Round:  0 User: 411 Train Loss: 9.514
Norm:  tensor(2.8718, device='cuda:2')
Round:  0 User: 412 Train Loss: 9.546
Norm:  tensor(2.9625, device='cuda:2')
Round:  0 User: 413 Train Loss: 9.499
Norm:  tensor(2.8087, device='cuda:2')
Round:  0 User: 414 Train Loss: 9.408
Norm:  tensor(2.8468, device='cuda:2')
Round:  0 User: 415 Train Loss: 9.523
Norm:  tensor(2.8333, device='cuda:2')
Round:  0 User: 416 Train Loss: 9.523
Norm:  tensor(2.9325, device='cuda:2')
Round:  0 User: 417 Train Loss: 9.482
Norm:  tensor(2.8506, device='cuda:2')
Round:  0 User: 418 Train Loss: 9.518
Norm:  tensor(2.9322, device='cuda:2')
Round:  0 User: 419 Train Loss: 9.550
Norm:  tensor(2.8937, device='cuda:2')
Round:  0 User: 420 Train Loss: 9.593
Norm:  tensor(2.9320, device='cuda:2')
Round:  0 User: 421 Train Loss: 9.433
Norm:  tensor(2.7458, device='cuda:2')
Round:  0 User: 422 Train Loss: 9.495
Norm:  tensor(2.7693, device='cuda:2')
Round:  0 User: 423 Train Loss: 9.496
Norm:  tensor(2.7125, device='cuda:2')
Round:  0 User: 424 Train Loss: 9.624
Norm:  tensor(2.8188, device='cuda:2')
Round:  0 User: 425 Train Loss: 9.604
Norm:  tensor(2.7143, device='cuda:2')
Round:  0 User: 426 Train Loss: 9.719
Norm:  tensor(2.8354, device='cuda:2')
Round:  0 User: 427 Train Loss: 9.409
Norm:  tensor(2.8514, device='cuda:2')
Round:  0 User: 428 Train Loss: 9.499
Norm:  tensor(2.7992, device='cuda:2')
Round:  0 User: 429 Train Loss: 9.690
Norm:  tensor(2.7438, device='cuda:2')
Round:  0 User: 430 Train Loss: 9.474
Norm:  tensor(2.8185, device='cuda:2')
Round:  0 User: 431 Train Loss: 9.644
Norm:  tensor(2.8931, device='cuda:2')
Round:  0 User: 432 Train Loss: 9.569
Norm:  tensor(2.7736, device='cuda:2')
Round:  0 User: 433 Train Loss: 9.478
Norm:  tensor(2.7084, device='cuda:2')
Round:  0 User: 434 Train Loss: 9.588
Norm:  tensor(2.8786, device='cuda:2')
Round:  0 User: 435 Train Loss: 9.615
Norm:  tensor(2.8908, device='cuda:2')
Round:  0 User: 436 Train Loss: 9.486
Norm:  tensor(2.8666, device='cuda:2')
Round:  0 User: 437 Train Loss: 9.421
Norm:  tensor(2.7622, device='cuda:2')
Round:  0 User: 438 Train Loss: 9.755
Norm:  tensor(2.8055, device='cuda:2')
Round:  0 User: 439 Train Loss: 9.697
Norm:  tensor(2.8447, device='cuda:2')
Round:  0 User: 440 Train Loss: 9.526
Norm:  tensor(2.8672, device='cuda:2')
Round:  0 User: 441 Train Loss: 9.680
Norm:  tensor(2.8047, device='cuda:2')
Round:  0 User: 442 Train Loss: 9.631
Norm:  tensor(2.9860, device='cuda:2')
Round:  0 User: 443 Train Loss: 9.591
Norm:  tensor(2.7404, device='cuda:2')
Round:  0 User: 444 Train Loss: 9.681
Norm:  tensor(2.9105, device='cuda:2')
Round:  0 User: 445 Train Loss: 9.451
Norm:  tensor(3.0582, device='cuda:2')
Round:  0 User: 446 Train Loss: 9.400
Norm:  tensor(2.8806, device='cuda:2')
Round:  0 User: 447 Train Loss: 9.518
Norm:  tensor(2.8965, device='cuda:2')
Round:  0 User: 448 Train Loss: 9.448
Norm:  tensor(2.7702, device='cuda:2')
Round:  0 User: 449 Train Loss: 9.603
Norm:  tensor(2.8395, device='cuda:2')
Round:  0 User: 450 Train Loss: 9.474
Norm:  tensor(2.9402, device='cuda:2')
Round:  0 User: 451 Train Loss: 9.341
Norm:  tensor(2.8453, device='cuda:2')
Round:  0 User: 452 Train Loss: 9.519
Norm:  tensor(2.7505, device='cuda:2')
Round:  0 User: 453 Train Loss: 9.580
Norm:  tensor(2.8407, device='cuda:2')
Round:  0 User: 454 Train Loss: 9.631
